content_id,genre_id
610,36
611,14
611,29
611,41
612,14
612,29
612,41
613,14
613,29
613,41
614,15
614,38
614,39
615,15
615,36
615,41
616,15
616,27
616,36
617,15
618,23
618,19
618,1
619,14
619,17
620,15
620,38
621,20
622,12
622,13
622,23
623,39
624,17
624,15
624,38
625,15
625,38
625,39
626,13
626,23
626,42
627,9
627,13
627,4
628,12
628,23
628,2
629,25
630,15
630,38
631,15
632,12
632,23
633,17
633,38
634,15
634,11
634,38
635,28
635,38
636,15
636,38
637,14
638,23
638,1
638,22
639,19
639,1
640,12
640,23
641,23
641,1
642,28
642,26
643,23
643,1
644,29
645,17
645,36
646,28
646,38
647,17
647,38
647,27
648,23
648,20
649,20
649,19
650,15
650,38
650,36
651,15
651,38
652,17
652,15
652,38
653,17
653,15
653,38
654,4
654,23
655,17
655,15
655,38
656,17
656,15
656,38
657,38
657,27
657,36
658,20
658,18
658,22
659,23
659,19
659,1
660,23
660,19
660,1
661,18
661,1
661,30
662,23
662,6
662,1
663,6
664,23
664,1
665,25
666,13
666,23
666,1
667,23
667,19
667,6
668,6
668,1
668,2
669,13
669,1
670,13
670,23
670,42
671,14
671,35
671,38
672,14
672,35
672,38
673,14
673,35
673,38
674,23
674,20
674,42
675,1
676,23
676,20
676,19
677,13
677,1
677,22
678,6
679,13
679,1
679,34
680,13
680,23
680,1
681,4
682,9
682,4
683,23
683,6
684,15
684,38
685,13
685,23
685,42
686,15
687,23
687,21
687,6
688,14
688,15
688,38
689,17
689,38
689,36
690,14
690,35
690,40
691,14
691,38
692,23
692,6
693,23
693,19
693,1
694,17
694,15
694,38
695,17
695,15
695,11
696,15
696,38
697,18
697,1
697,24
698,23
698,19
698,42
699,15
699,11
699,38
700,23
700,1
700,22
701,12
701,23
702,15
703,17
703,15
703,11
704,23
704,1
704,22
705,17
705,15
705,38
706,28
706,38
706,26
707,23
707,42
707,1
708,23
708,19
708,6
709,15
709,11
710,23
710,19
710,42
711,4
711,7
712,15
712,38
712,39
713,14
713,15
713,38
714,25
714,6
715,13
715,23
715,34
716,23
716,19
716,42
717,28
718,28
719,17
719,11
720,25
721,25
722,14
723,28
724,20
725,28
726,23
726,42
726,1
727,8
728,28
729,29
730,33
731,33
732,23
732,1
733,33
734,25
735,13
735,23
735,18
736,17
736,15
736,38
737,5
737,15
737,38
738,12
738,13
738,24
739,35
739,28
740,5
740,17
741,17
741,29
742,15
742,38
743,15
743,38
744,15
744,11
744,36
745,23
745,42
745,16
746,38
746,39
747,15
747,39
748,17
748,15
748,38
749,20
750,13
750,18
750,6
751,15
751,11
751,38
752,25
752,6
753,14
753,17
753,41
754,23
754,19
754,42
755,15
755,11
756,5
756,28
756,38
757,15
757,38
757,36
758,28
759,19
759,6
759,1
760,33
761,33
762,4
762,7
763,17
763,38
763,36
764,18
764,1
764,30
765,17
765,38
765,36
766,14
766,38
767,10
768,23
768,6
769,17
769,15
769,38
770,28
770,38
771,28
771,38
771,27
772,8
773,23
773,19
773,1
774,15
774,38
774,39
775,15
775,37
775,36
776,15
776,11
776,3
777,14
778,17
778,11
778,3
779,12
779,23
780,14
780,32
780,41
781,25
782,28
783,15
783,36
784,17
784,38
784,27
785,17
785,15
785,11
786,25
787,14
787,15
788,14
789,39
790,9
790,23
790,1
791,28
792,14
792,15
793,17
793,15
793,36
794,17
794,36
795,17
795,15
795,38
796,6
797,32
797,29
798,15
799,17
799,15
799,11
800,15
800,26
801,15
801,11
801,3
802,14
802,15
802,26
803,14
804,12
804,19
804,2
805,29
805,39
806,23
806,6
806,1
807,14
807,15
807,38
808,14
808,15
808,38
809,14
810,14
810,17
811,14
811,40
811,32
812,5
813,14
814,25
815,17
815,36
816,15
816,38
816,3
817,39
818,17
818,15
818,11
819,17
819,15
819,36
820,14
820,40
821,23
821,1
821,22
822,15
822,36
822,39
823,29
824,17
824,15
824,11
825,39
826,13
826,1
826,22
827,10
828,17
828,38
829,15
830,5
830,17
831,6
831,1
832,4
832,23
832,42
833,23
833,18
833,1
834,13
834,23
834,1
835,5
835,15
835,37
836,12
836,23
837,29
837,38
837,39
838,23
838,18
838,1
839,10
840,15
840,11
840,38
841,15
841,38
841,26
842,14
842,15
842,38
843,4
844,12
844,23
845,28
845,38
846,15
846,38
846,39
847,5
847,17
847,41
848,23
848,19
848,6
849,6
849,1
850,38
850,27
851,15
851,38
851,27
852,15
852,38
852,27
853,15
853,38
853,27
854,14
854,29
855,28
856,25
856,18
856,30
857,15
857,38
858,23
858,42
858,6
859,15
859,11
859,38
860,15
860,38
861,28
861,38
861,3
862,5
862,17
863,6
864,5
864,17
865,15
865,38
865,39
866,14
866,15
867,39
868,28
869,25
870,13
870,23
870,42
871,28
872,17
872,15
872,38
873,15
873,11
873,41
874,15
874,11
874,38
875,25
876,15
876,38
876,36
877,4
877,23
878,17
878,11
878,38
879,15
879,38
879,39
880,1
881,20
881,24
881,34
882,15
882,38
882,39
883,5
883,17
884,18
884,24
884,30
885,23
885,1
886,17
886,15
886,38
887,23
887,24
887,30
888,29
888,38
888,39
889,17
890,15
890,39
891,12
891,24
891,34
892,11
892,38
892,39
893,15
893,11
893,38
894,28
894,38
894,27
895,15
895,11
895,38
896,15
896,38
896,39
897,6
898,23
898,19
898,6
899,17
899,15
899,38
900,15
900,38
901,4
902,11
902,39
903,23
903,1
904,15
904,38
904,39
905,14
906,14
906,15
906,38
907,15
907,38
908,28
909,18
909,30
910,15
910,11
910,38
911,15
912,25
912,6
913,17
914,15
914,38
914,36
915,28
916,15
916,38
916,39
917,14
918,28
918,15
919,20
920,13
920,4
921,1
922,13
922,1
923,15
923,11
923,39
924,25
925,5
925,17
926,9
926,25
927,14
927,15
928,25
929,14
929,26
930,14
930,29
931,14
931,17
932,17
933,14
934,5
934,15
935,15
935,11
936,5
936,17
937,25
938,5
938,17
939,5
939,17
939,27
940,5
940,27
941,5
941,17
942,5
942,17
943,15
943,39
944,14
944,15
944,26
945,14
946,15
946,38
947,14
947,41
948,15
948,39
949,17
950,14
950,41
951,15
951,38
951,41
952,17
952,36
953,14
953,17
954,15
954,39
955,5
955,17
956,14
957,17
957,11
957,36
958,20
959,15
959,38
960,15
960,11
960,38
961,13
961,23
961,42
962,5
962,17
963,29
964,23
964,42
964,6
965,29
965,39
966,12
966,23
967,17
967,38
968,4
968,7
969,23
969,6
969,1
970,15
971,14
971,41
972,39
973,23
973,1
973,34
974,15
974,38
975,15
975,11
975,38
976,14
976,17
976,15
977,17
977,38
978,17
978,38
979,17
979,38
979,36
980,17
980,38
981,17
981,38
982,14
982,17
982,38
983,17
983,15
983,38
984,28
984,38
984,27
985,17
985,38
986,17
986,38
986,36
987,17
987,38
987,36
988,17
988,38
989,23
989,19
989,6
990,17
990,38
991,17
991,38
992,15
992,11
992,38
993,38
993,27
994,18
994,1
994,30
995,15
995,38
995,36
996,17
996,15
996,38
997,29
997,38
997,39
998,9
998,4
998,23
999,28
999,38
1000,15
1000,38
1000,39
1001,14
1001,38
1002,15
1002,38
1002,39
1003,17
1003,38
1004,23
1004,6
1004,1
1005,25
1006,5
1006,17
1007,5
1007,17
1008,5
1008,17
1009,5
1010,5
1011,5
1012,28
1013,23
1013,42
1013,1
1014,39
1015,25
1016,15
1017,14
1017,17
1017,38
1018,15
1018,38
1019,17
1019,38
1019,27
1020,15
1020,38
1020,27
1021,28
1021,38
1022,17
1022,15
1022,11
1023,15
1023,38
1024,15
1024,11
1024,38
1025,5
1025,17
1025,27
1026,12
1026,25
1027,5
1028,29
1028,36
1028,41
1029,17
1030,15
1030,38
1031,5
1031,17
1031,15
1032,15
1032,38
1032,36
1033,23
1033,16
1034,14
1034,15
1034,38
1035,39
1036,15
1037,14
1037,41
1038,17
1038,15
1038,38
1039,23
1039,19
1039,6
1040,28
1040,27
1041,12
1041,13
1041,23
1042,14
1042,35
1042,29
1043,4
1044,19
1044,6
1044,1
1045,12
1045,23
1045,34
1046,20
1047,39
1048,23
1048,1
1049,25
1050,9
1050,25
1051,15
1051,38
1051,3
1052,12
1052,25
1053,15
1053,11
1054,28
1054,27
1055,28
1055,38
1055,27
1056,32
1056,15
1056,27
1057,23
1057,1
1058,6
1059,9
1059,23
1059,1
1060,1
1060,34
1061,20
1061,19
1062,13
1062,4
1063,13
1063,23
1063,1
1064,6
1064,1
1065,13
1065,23
1065,21
1066,24
1066,22
1066,34
1067,15
1067,38
1067,39
1068,23
1068,1
1068,2
1069,4
1069,7
1070,15
1070,38
1070,36
1071,28
1072,5
1072,27
1073,5
1073,17
1073,27
1074,5
1074,27
1075,5
1076,4
1077,5
1078,5
1079,5
1080,19
1080,6
1080,1
1081,14
1081,35
1081,38
1082,25
1082,6
1083,23
1083,20
1084,17
1085,12
1085,23
1085,19
1086,15
1086,38
1087,15
1087,38
1087,39
1088,17
1088,29
1088,38
1089,14
1089,17
1090,15
1091,15
1091,38
1091,36
1092,12
1092,23
1093,28
1093,27
1094,23
1094,20
1094,19
1095,20
1095,19
1096,13
1096,4
1096,22
1097,5
1097,17
1098,28
1099,17
1099,15
1099,38
1100,15
1100,38
1101,29
1101,39
1102,5
1102,17
1102,41
1103,17
1104,14
1104,15
1104,38
1105,5
1105,17
1105,15
1106,15
1106,11
1107,14
1108,15
1108,37
1108,38
1109,38
1109,39
1110,17
1110,38
1110,36
1111,15
1111,38
1112,17
1112,36
1113,5
1113,17
1114,14
1114,41
1115,17
1115,15
1115,38
1116,17
1116,38
1116,26
1117,4
1117,23
1118,28
1118,38
1119,29
1119,39
1120,14
1120,29
1121,14
1121,41
1122,17
1122,36
1123,15
1123,38
1124,4
1124,23
1124,7
1125,14
1126,9
1126,13
1126,4
1127,40
1127,27
1128,20
1128,6
1128,24
1129,14
1129,38
1130,9
1130,4
1130,23
1131,14
1131,15
1131,38
1132,14
1132,15
1132,38
1133,14
1133,15
1133,38
1134,14
1135,14
1135,41
1136,14
1137,15
1137,38
1137,36
1138,14
1138,38
1138,27
1139,15
1139,11
1139,38
1140,29
1140,39
1141,14
1142,15
1142,38
1142,39
1143,28
1144,4
1144,20
1145,17
1145,36
1146,15
1147,23
1147,20
1147,42
1148,28
1148,38
1148,26
1149,25
1149,21
1150,12
1150,25
1151,28
1152,5
1153,25
1154,15
1154,38
1155,15
1156,28
1156,38
1157,5
1157,37
1157,27
1158,17
1159,25
1160,15
1160,38
1161,15
1161,11
1161,39
1162,28
1163,15
1163,38
1164,23
1164,20
1164,42
1165,17
1165,38
1166,17
1166,15
1166,38
1167,9
1167,13
1167,23
1168,15
1168,38
1168,36
1169,12
1170,25
1171,5
1171,17
1172,28
1173,10
1174,23
1174,21
1174,16
1175,23
1175,1
1176,15
1176,11
1176,38
1177,15
1177,38
1178,29
1178,38
1179,14
1180,25
1181,25
1181,6
1182,6
1183,4
1184,38
1184,27
1185,14
1185,38
1186,17
1186,38
1186,36
1187,12
1187,13
1187,23
1188,39
1189,14
1189,17
1189,38
1190,10
1191,14
1192,10
1193,15
1193,38
1194,28
1194,38
1194,27
1195,15
1195,38
1195,39
1196,28
1197,13
1197,4
1197,23
1198,15
1198,27
1199,10
1200,15
1200,39
1201,25
1202,13
1202,23
1202,6
1203,15
1203,38
1203,36
1204,5
1204,15
1205,28
1206,4
1206,7
1206,18
1207,9
1207,25
1207,1
1208,28
1209,17
1209,38
1210,17
1210,15
1210,38
1211,23
1211,21
1211,19
1212,15
1212,38
1213,15
1213,38
1214,6
1215,15
1215,38
1215,27
1216,17
1216,38
1216,36
1217,17
1217,38
1217,36
1218,9
1218,13
1218,23
1219,5
1219,17
1220,17
1220,15
1220,11
1221,15
1221,11
1221,38
1222,15
1222,38
1223,29
1223,11
1224,13
1224,23
1224,18
1225,4
1226,20
1226,19
1227,4
1227,23
1228,23
1228,1
1229,15
1229,11
1229,38
1230,23
1230,1
1231,17
1231,15
1231,11
1232,25
1233,17
1233,15
1233,38
1234,17
1234,38
1235,4
1235,23
1235,42
1236,12
1236,25
1236,18
1237,14
1237,15
1237,38
1238,17
1238,38
1238,36
1239,12
1240,14
1241,15
1241,36
1242,17
1242,15
1242,27
1243,13
1243,4
1244,15
1245,14
1245,17
1245,38
1246,25
1247,31
1247,13
1247,23
1248,14
1248,15
1248,38
1249,28
1249,27
1250,10
1251,28
1251,38
1251,27
1252,14
1252,40
1252,15
1253,17
1253,38
1254,5
1254,17
1255,40
1255,15
1256,14
1256,15
1256,38
1257,17
1257,32
1257,27
1258,12
1258,23
1259,5
1259,17
1260,17
1260,15
1260,11
1261,17
1261,38
1261,36
1262,15
1262,11
1262,38
1263,17
1263,15
1264,14
1265,17
1265,15
1265,11
1266,38
1266,39
1267,15
1267,11
1267,38
1268,38
1268,39
1269,13
1269,23
1269,42
1270,15
1270,38
1270,36
1271,23
1271,42
1271,1
1272,23
1272,42
1272,1
1273,4
1273,23
1274,38
1274,39
1275,20
1276,19
1276,6
1276,1
1277,15
1277,38
1278,24
1278,2
1279,10
1280,28
1280,38
1281,28
1281,38
1281,26
1282,15
1282,38
1283,23
1283,1
1284,29
1284,39
1285,29
1286,23
1286,6
1286,1
1287,17
1287,15
1287,11
1288,17
1288,15
1289,15
1289,39
1290,28
1290,38
1290,27
1291,17
1291,3
1291,39
1292,15
1292,11
1292,38
1293,28
1293,38
1294,23
1294,1
1295,23
1295,18
1295,1
1296,17
1296,15
1296,11
1297,23
1297,19
1297,6
1298,29
1299,23
1299,18
1299,1
1300,12
1300,23
1301,4
1302,9
1302,23
1302,1
1303,4
1303,20
1303,7
1304,28
1305,5
1306,14
1306,17
1306,15
1307,13
1307,6
1307,1
1308,5
1308,17
1308,15
1309,25
1309,6
1310,39
1311,6
1312,17
1312,15
1312,38
1313,15
1313,11
1313,3
1314,20
1315,6
1316,10
1317,15
1317,38
1317,36
1318,9
1318,23
1318,20
1319,17
1319,36
1320,5
1321,13
1321,23
1321,1
1322,13
1322,42
1322,18
1323,17
1323,15
1323,38
1324,15
1324,38
1324,36
1325,15
1325,11
1325,36
1326,38
1326,39
1327,17
1327,38
1327,36
1328,28
1328,27
1329,13
1329,4
1330,17
1330,38
1331,15
1331,36
1332,8
1333,25
1333,6
1334,17
1334,15
1335,14
1335,38
1336,13
1336,1
1336,22
1337,10
1338,15
1338,11
1338,38
1339,13
1339,23
1339,42
1340,13
1340,23
1340,1
1341,15
1341,38
1342,15
1342,11
1343,14
1343,15
1343,38
1344,28
1345,15
1345,38
1345,36
1346,14
1346,38
1347,17
1347,15
1347,38
1348,14
1348,38
1349,19
1349,1
1350,13
1350,23
1350,42
1351,25
1352,15
1352,37
1352,38
1353,16
1353,6
1354,14
1354,17
1355,1
1356,19
1356,2
1357,6
1357,2
1358,15
1359,39
1360,15
1360,38
1360,39
1361,23
1361,19
1361,6
1362,24
1362,2
1363,25
1363,6
1364,19
1364,1
1364,2
1365,5
1365,41
1366,25
1366,6
1367,15
1367,37
1368,29
1369,14
1369,38
1370,5
1370,17
1371,15
1371,38
1372,4
1373,5
1373,15
1373,38
1374,23
1374,1
1374,34
1375,28
1375,38
1375,26
1376,6
1376,1
1377,17
1377,15
1377,11
1378,19
1378,18
1378,1
1379,5
1379,15
1380,15
1380,38
1381,25
1382,17
1382,38
1382,36
1383,15
1383,38
1383,36
1384,23
1384,20
1385,13
1385,23
1385,21
1386,12
1386,23
1387,17
1387,38
1387,3
1388,15
1388,39
1389,15
1390,17
1391,15
1392,15
1393,23
1393,42
1393,6
1394,39
1395,4
1395,7
1396,25
1397,14
1398,15
1398,41
1399,29
1400,15
1400,11
1401,20
1402,25
1402,34
1403,18
1403,6
1403,30
1404,5
1404,17
1404,15
1405,25
1405,6
1406,14
1407,5
1407,17
1408,5
1409,1
1409,30
1410,39
1411,15
1411,38
1412,28
1413,15
1413,38
1413,3
1414,15
1414,38
1415,17
1415,15
1415,38
1416,15
1416,39
1417,13
1417,4
1418,38
1418,39
1419,10
1420,9
1420,19
1420,1
1421,28
1422,17
1422,15
1422,38
1423,15
1423,38
1424,17
1424,38
1424,36
1425,5
1425,17
1426,28
1427,15
1427,38
1428,9
1428,13
1428,4
1429,15
1429,11
1429,38
1430,25
1430,6
1431,4
1432,17
1432,15
1432,38
1433,12
1433,23
1433,42
1434,15
1434,38
1435,5
1435,17
1436,15
1437,28
1437,38
1437,27
1438,4
1438,20
1439,28
1439,38
1439,26
1440,4
1440,6
1441,23
1441,20
1441,42
1442,14
1442,17
1442,38
1443,4
1443,23
1444,4
1445,17
1445,36
1445,26
1446,14
1446,17
1446,38
1447,17
1448,29
1448,39
1449,18
1449,6
1449,1
1450,20
1451,10
1452,5
1452,15
1452,26
1453,15
1453,11
1454,5
1454,17
1455,28
1456,4
1456,7
1457,14
1457,15
1457,11
1458,42
1458,1
1459,14
1460,17
1461,23
1461,42
1461,1
1462,17
1462,15
1462,11
1463,25
1463,6
1464,25
1465,28
1466,25
1466,6
1466,30
1467,28
1468,14
1468,39
1469,17
1469,38
1470,40
1470,15
1470,11
1471,15
1471,3
1472,10
1473,17
1473,15
1473,38
1474,24
1474,22
1474,30
1475,14
1475,15
1475,37
1476,17
1476,15
1476,38
1477,20
1478,13
1478,1
1478,34
1479,23
1479,22
1479,34
1480,13
1480,4
